place,name,address,latitude,longitude,ranking
ChIJX35B6wwNdkgRIBHJvVSKe_Y,The Leather Saddle,"138 Broadway, London W13 0TL, United Kingdom",51.5097731,-0.3272277,4.6
ChIJX3C6N54bdkgRZJFNnUJklYE,The Duke of Hamilton,"23-25 New End, London NW3 1JD, United Kingdom",51.5588778,-0.1775252,4.5
ChIJX3NYCzUbdkgR6rMdCZW5NGI,The Ship Tavern,"12 Gate St, London WC2A 3HP, United Kingdom",51.5172775,-0.1191616,4.4
ChIJX4XkEfsPdkgRTWjvWF7h5V4,The Hillgate,"24 Hillgate St, London W8 7SR, United Kingdom",51.5079132,-0.1975949,4.4
ChIJX4f6Fkaq2EcRRx3xm3irNlQ,The Oak,"206 Widmore Rd, Bromley BR1 2RH, United Kingdom",51.4058071,0.0341971,4.5
ChIJX54LH_ab2EcR8BTtOhYVxZo,Moorhen - Pub & Grill,"Burntmill Ln, Harlow CM20 2QS, United Kingdom",51.78233729999999,0.0952127,3.9
ChIJX6NIsSoFdkgRhF-kBgrroF0,St John’s Tavern,"147 St John's Hill, London SW11 1TQ, United Kingdom",51.4603099,-0.1764122,4.3
ChIJX77nO3YFdkgRU5bZ7kQEr7E,Craven Gardens Bar,"16 Leinster Terrace, London W2 3EU, United Kingdom",51.5117724,-0.1829697,4.4
ChIJX7NFfq4cdkgRrVACnM1KnmY,The Flying Horse,"52 Wilson St, London EC2A 2ER, United Kingdom",51.520437,-0.08503,4.1
ChIJX7YmIJsIdkgR7U2dUIKJQ9I,Ganley's Irish Bar,"43-47 London Rd, Morden SM4 5HP, United Kingdom",51.4024346,-0.1936334,4.4
ChIJX7fWHH4RdkgR3jTT0I9OL-k,Mirage Sports Bar,"Wembley International Hotel, Empire Way, Wembley Park, Wembley HA9 0NH, United Kingdom",51.5597395,-0.2834884,3.3
ChIJX8ps5rMDdkgRqTiODiSjoks,The Ivy House,"40 Stuart Rd, London SE15 3BE, United Kingdom",51.4582444,-0.0520556,4.6
ChIJXS_ATCoSdkgRVzclaWnOEZY,The Arch Wembley,"324 Harrow Rd, Wembley HA9 6LL, United Kingdom",51.55325089999999,-0.2854245,4.0
ChIJXTUTVBUWdkgRSkgSlZMVqrQ,Toby Carvery Oaklands,"Studio Way, Borehamwood WD6 5JY, United Kingdom",51.6630447,-0.2618645,3.9
ChIJXTWCOOUddkgRfi5lUUkX1U4,Beechwood Sports Pub & Kitchen,"Worship St, London EC2A 2FA, United Kingdom",51.5218389,-0.0797959,4.2
ChIJXVdl6koDdkgRoPR09KlIWxk,White Swan,"21, 23 Alie St, London E1 8DE, United Kingdom",51.51362659999999,-0.0717532,4.3
ChIJXWzHS0cfdkgR89FCXzusECc,The Hop Poles,"320 Baker St, Enfield EN1 3LH, United Kingdom",51.663168,-0.0771905,4.2
ChIJXXGHYn0FdkgRjbcsqeAAljs,The Chelsea Gate,"358 Fulham Rd., London SW10 9UH, United Kingdom",51.4816853,-0.1875429,4.4
ChIJXXj4DwwDdkgRDm-vT-JIQCk,The Duke of Sussex SE15,"77 Friary Rd, London SE15 1QS, United Kingdom",51.4788401,-0.0651127,4.6
ChIJXXx2r6MDdkgRTtaEU1OQg1A,White Horse,"20-22 Peckham Rye, London SE15 4JR, United Kingdom",51.46599459999999,-0.0671433999999999,4.3
ChIJXbIBwCcNdkgRjIMYu98Hq_g,The Steam Packet,"85 Strand-on-the-Green, Chiswick, London W4 3PU, United Kingdom",51.4873239,-0.2846978000000001,4.5
ChIJXcwTDYsPdkgRg7n6lHDrSok,"The Blackbird, Earl's Court","209, Road, London SW5 9AN, United Kingdom",51.4917775,-0.1921654,4.3
ChIJXdGdcP4PdkgRwdBqUcXiqro,The Prince Edward,"73 Prince's Square, London W2 4NY, United Kingdom",51.5129548,-0.1934687,4.3
ChIJXdyv7W0bdkgRdFHiEU9Oak4,The Jolly Sisters,"95 Bride St, London N7 8AX, United Kingdom",51.54574239999999,-0.1128679,4.4
ChIJXfJjokoDdkgRWHtFauqCQfY,The Black Horse,"The black horse, 40 Leman St, London E1 8EU, United Kingdom",51.5137627,-0.0707595,4.2
ChIJXfSE2NcadkgRe3D78iXOn1s,Smugglers Tavern,"28 Warren St, London W1T 5ND, United Kingdom",51.5237417,-0.1410539,4.3
ChIJXfsWY0QEdkgRpuATOYzfRyU,Hope & Anchor,"123 Acre Ln, Brixton Hill, London SW2 5UA, United Kingdom",51.4596284,-0.1266751,4.1
ChIJXw5octgbdkgRLSxN39oaJIY,BrewDog Paddington,"Unit 1, West End Quay, Harbet Rd, London W2 1JX, United Kingdom",51.5190204,-0.1705266,4.3
ChIJXwTFzRgbdkgRY_bKXG7ApW4,The Golden Lion,"88 Royal College St, London NW1 0TH, United Kingdom",51.5391667,-0.1358333,4.4
ChIJXwZnt1EEdkgRrHxNya3z_30,The Saxon,"50 Clapham High St, London SW4 7UL, United Kingdom",51.4639289,-0.132624,4.4
ChIJXwnVSioSdkgRH-xZWo-wHQQ,The Corner House,"313 Harrow Rd, Wembley HA9 6BA, United Kingdom",51.5529367,-0.2856974,4.2
ChIJXyJOWKAbdkgR_d3i4LqUpyo,The Hercules- Holloway,"504 Holloway Rd, London N7 6JA, United Kingdom",51.5589169,-0.1207206,4.3
ChIJXybcqeYEdkgRfaDBGLed5wo,The Gallery Pub,"1 Lupus St, Pimlico, London SW1V 3AS, United Kingdom",51.4887654,-0.1343597,4.1
ChIJY-4tLSsbdkgR88pwSGTTPE4,Coach & Horses,"1 Great Marlborough St, London W1F 7HH, United Kingdom",51.5148921,-0.1373707,4.1
ChIJY-g6HbAcdkgR_7eMv4lSaBg,The Griffin,"93 Leonard St, London EC2A 4RD, United Kingdom",51.5248985,-0.0820127,4.3
ChIJY122EMEddkgRrsPLFqOQ7FU,Mother Kelly's Stratford,"27-30 Victory Parade, East Village, London E20 1FS, United Kingdom",51.5480447,-0.0100305,4.5
ChIJY1O-E3cOdkgRS-UteGB1Z70,Bulls Head,"15 Strand-on-the-Green, Chiswick, London W4 3PQ, United Kingdom",51.48448260000001,-0.2782004,4.2
ChIJY2vrnJULdkgRen0y9sL5bN8,The Bishop,"2, Off Bishop's Hall, Thames St, Kingston upon Thames KT1 1PY, United Kingdom",51.41035420000001,-0.3080012,4.2
ChIJY2yarvsHdkgRR3QsrgxJWpQ,The William Morris Pub,"20 Watermill Wy, London SW19 2RD, United Kingdom",51.41277969999999,-0.1836665,4.4
ChIJY3m_9Y4CdkgRpJuqQ1kJKMk,The Old Joinery,"Ravensbourne Wharf, Norman Road,, Greenwich SE10 9QF, United Kingdom",51.48075499999999,-0.015839,4.6
ChIJY4FC2nIEdkgR1ntDmxvSHpc,The Florence,"131 Dulwich Rd, London SE24 0NG, United Kingdom",51.4527082,-0.1030243,4.1
ChIJY4Xsgo4DdkgROm3r2l-jZDY,Drink At Bob's,"214 Hither Green Ln, London SE13 6RT, United Kingdom",51.45088210000001,-0.0061715,4.8
ChIJY5HCgcsCdkgRvpXb9Jx9lPw,The Star of the East,"805A Commercial Rd, London E14 7HG, United Kingdom",51.5122714,-0.0287304,4.5
ChIJY7yE2KobdkgRm8ePGmZEJvI,Lord Palmerston,"33 Dartmouth Park Hill, London NW5 1HU, United Kingdom",51.5594232,-0.1405017,4.3
ChIJY86uvIkFdkgR7PYSquZ3sIY,East Hill,"21 Alma Rd, London SW18 1AA, United Kingdom",51.4586434,-0.1857271,4.4
ChIJY8gAApmg2EcRNgKfLQpAgBI,The Dove,"Friday Hill, London E4 6EL, United Kingdom",51.62289579999999,0.0085167,4.1
ChIJY9IfdEsEdkgRl-it_FrmnLo,The Abbeville,"67-69 Abbeville Rd, London SW4 9JW, United Kingdom",51.4549354,-0.1394778,4.3
ChIJY9LoenkLdkgRAD4iz9F2-Sw,Whelan's Kingston,"20 Richmond Rd, Kingston upon Thames KT2 5EB, United Kingdom",51.4130021,-0.3004475,4.4
ChIJY9Thc00EdkgRgvsx6E0alKA,The Alexandra,"14 Clapham Common South Side, London SW4 7AA, United Kingdom",51.4613072,-0.1382406,4.1
ChIJY9sjIrxqdkgRU42TP9QJGR4,The Prince George St Albans Road,"151 St Albans Rd, Watford WD24 5BB, United Kingdom",51.6672854,-0.3983583,4.5
ChIJYQV-9NGu2EcRm8igFKSdKQk,Plough & Harrow,"143 Bellegrove Rd, Welling DA16 3QS, United Kingdom",51.4635837,0.0999659,4.4
ChIJYR2ouY0EdkgRP_MFXAClvHI,The Derby,"336 Kennington Park Rd, London SE11 4PP, United Kingdom",51.481217,-0.1133761,4.3
ChIJYR2ouY0EdkgRplloJxLy_s0,The Hanover Arms,"326 Kennington Park Rd, London SE11 4PP, United Kingdom",51.48144749999999,-0.1131384,4.1
ChIJYT06uYALdkgRduOvy3k_n90,Tide End Cottage,"8 Ferry Rd, Teddington TW11 9NN, United Kingdom",51.429438,-0.3230254,4.4
ChIJYT60eQ6o2EcR052cavhRnM8,The Oiler Bar,"The Oiler Bar, Royal Victoria Docks, London, Royal Victoria Beach E16 1AG, United Kingdom",51.5065859,0.0174438,4.6
ChIJYUHJ-d6g2EcRF39soKT4MiA,Monkhams,"Buckhurst Way, Buckhurst Hill IG9 6HY, United Kingdom",51.61820239999999,0.0454046,4.0
ChIJYUXIE4UCdkgRAGQwrM9_3Ow,Spanish Galleon,"48 Greenwich Church St, London SE10 9BL, United Kingdom",51.4816813,-0.0099394999999999,4.1
ChIJYWWq9C4BdkgRoKUvOaeGtpQ,The Clifton Arms,"21 Clifton Rd, London SE25 6NJ, United Kingdom",51.3965548,-0.0862839,4.2
ChIJYX32l4YEdkgRWZzLHOZGVlY,Clarendon Arms,"Clarendon Arms P H, 225 Camberwell New Rd, London SE5 0TH, United Kingdom",51.47751299999999,-0.1011415,4.2
ChIJYXXXyskadkgRxPTi0XfwbsY,Sports Bar & Grill - Marylebone,"Melcombe Pl, London NW1 6JJ, United Kingdom",51.52235229999999,-0.1636488,3.9
ChIJYZKLRNCo2EcRbPOBthb_Dzo,Old Mill Public House,"1 Old Mill Rd, London SE18 1QG, United Kingdom",51.4816759,0.0839755,4.4
ChIJY_4H-VkEdkgRT3Lu0LMrE5w,The Phoenix,"348 Clapham Rd, London SW9 9AR, United Kingdom",51.4687782,-0.1270729,4.3
ChIJY_zLM2Wu2EcRWNC-_NFLUT4,George,"74 Bexley High St, Bexley DA5 1AJ, United Kingdom",51.44163589999999,0.1502871,4.1
ChIJYaGrBLsEdkgRE0xLFmLDWWQ,The Stage Door Pub & Kitchen,"28-30 Webber St, London SE1 8QA, United Kingdom",51.5012644,-0.1073415,4.2
ChIJYaU1gfgLdkgR1eX_N6hWBqQ,Duke of Buckingham,"Duke of, 104 Buckingham Rd, Villiers Rd, Kingston upon Thames KT1 3BB, United Kingdom",51.4018768,-0.2949835,4.5
ChIJYapw0LkNdkgRT2I5s--D3LY,The Weir Bar,"22-24 Market Pl, Brentford TW8 8EQ, United Kingdom",51.4836241,-0.3092954,4.3
ChIJYbZdgoUPdkgRrBtAYcMgkBc,The Harwood Arms,"Walham Grove, London SW6 1QJ, United Kingdom",51.4829152,-0.1964884,4.6
ChIJYbdZ5Ceo2EcRjTtM2zM8_4o,Hardy's Freehouse,"88 Trafalgar Rd, London SE10 9UW, United Kingdom",51.4839534,0.0013361,4.4
ChIJYbo31oELdkgRGK0eIWXakFQ,The King's Head,"123 High St, Teddington TW11 8HG, United Kingdom",51.4274997,-0.3284809,4.4
ChIJYd8CB2gFdkgR_2H3_H4BKDM,Zetland Arms,"2 Bute St, South Kensington, London SW7 3DU, United Kingdom",51.4934119,-0.1758898,4.1
ChIJYdn-UxMQdkgR3tpkVDw7OiQ,The Salusbury Pub,"50-52 Salusbury Rd, London NW6 6NN, United Kingdom",51.535616,-0.20542,4.1
ChIJYdnI_6E8dkgRf3PHZ4dLt7I,The Eight Bells,"2 Park St, Hatfield AL9 5AX, United Kingdom",51.7624834,-0.2135097,4.4
ChIJYdouYnYBdkgRo19OyP6Eokg,The Alexandra,"163 Parish Ln, London SE20 7JH, United Kingdom",51.41716359999999,-0.0510669,4.4
ChIJYeMGTxoadkgRRz4N1sVDmnw,Five Bells,"165-167 E End Rd, London N2 0LZ, United Kingdom",51.59077869999999,-0.1723104,4.3
ChIJYwnrd0oDdkgRn4wnDHo81_c,Princess of Prussia,"15 Prescot St, London E1 8AZ, United Kingdom",51.5116346,-0.0705227,4.5
ChIJYxIC5M4EdkgR1KNQDHX_n1k,The Ship & Shovell,"2 Craven Passage, London WC2N 5NF, United Kingdom",51.50761319999999,-0.1247324,4.4
ChIJYyQWabwPdkgRDCijX3qaPdA,The Pear Tree,"14 Margravine Rd, London W6 8HJ, United Kingdom",51.48687229999999,-0.2154894,4.3
ChIJYyay9VsFdkgRV_9ZlHzBQzM,The Queens Arms,"30 Queen's Gate Mews, Greater, South Kensington, London SW7 5QL, United Kingdom",51.49927650000001,-0.1808443,4.4
ChIJYyeuddEDdkgR-vr7emhjZQs,The Dartmouth Arms inc. MEATliquor Restaurant Forest Hill,"7 Dartmouth Rd, London SE23 3HN, United Kingdom",51.4386978,-0.0539052,4.3
ChIJYzHR7M0EdkgRaK8Q3o9EUgw,Round Table,"27, 26 St Martin's Ct, London WC2N 4AL, United Kingdom",51.5109388,-0.1279757,4.3
ChIJZ-OZjB8DdkgRF4i1JYP1k4s,The Yellow House,"126 Lower Rd, London SE16 2UE, United Kingdom",51.49370880000001,-0.0485397,4.4
ChIJZ0GoiCUFdkgR2Qz-3KBsKvo,Rose & Crown Mayfair,"2 Old Park Ln, London W1K 1QN, United Kingdom",51.5040943,-0.1489871,4.0
ChIJZ0JOkkAKdkgRvuASstQ24fw,The North Star,"271 Hook Rd, Chessington KT9 1EQ, United Kingdom",51.3709591,-0.3055674,4.0
ChIJZ0lfgRIOdkgRoOGq11pbQH4,The Bollo House,"13 Bollo Ln, London W4 5LR, United Kingdom",51.4957457,-0.2700403,4.3
ChIJZ2ucr-gZdkgRosHjNwXkR_4,The Bohemia,"762-764 High Rd, London N12 9QH, United Kingdom",51.6153066,-0.1765093,4.4
ChIJZ3h5uEum2EcRHHsQuBfUnFg,The Meeting Point,"200-202 High St N, London E6 2JA, United Kingdom",51.5394223,0.0512902,4.1
ChIJZ4BFT-kadkgRlXAmSTipNDs,The Queens,"49 Regent's Park Rd, London NW1 8XD, United Kingdom",51.5405732,-0.1576863,4.4
ChIJZ5xPpqUcdkgRWNyLa1I_OVI,Prince Arthur,"49 Brunswick Pl, London N1 6EB, United Kingdom",51.52741349999999,-0.0852291,4.4
ChIJZ7HPnMYNdkgReQdczBG1jWI,The Royal Horseguardsman,"23 Ealing Rd, Brentford TW8 0JU, United Kingdom",51.4864136,-0.2999601000000001,4.5
ChIJZ7TPJW4BdkgRc7RI2bDEaBs,Westow Tap,"23 Westow Hill, Norwood, London SE19 1TQ, United Kingdom",51.4199184,-0.0818782,4.5
ChIJZ89_ec8FdkgRvb3Dr64YTZY,Hagen & Hyde,"157 Balham High Rd, London SW12 9AU, United Kingdom",51.4439009,-0.1522224,4.2
ChIJZ9DuocUYdkgR_HDNCdSEO9o,Jolly Farmers,"2 Enfield Rd, Enfield EN2 7QS, United Kingdom",51.6547832,-0.1079301,4.1
ChIJZ9Fc6B8DdkgRsgcXp4do_V0,Whelan's,"11 Rotherhithe Old Rd, London SE16 2PP, United Kingdom",51.4927948,-0.047539,4.4
ChIJZQ5EURkfdkgRUKB0YCbXnxk,Lincoln Arms,"155 Percival Rd, Enfield EN1 1QT, United Kingdom",51.6468,-0.0653001,4.0
ChIJZQVrZ-kddkgRxjCtgc2XPWA,Goose Walthamstow,"264 Hoe St, London E17 3AX, United Kingdom",51.5833674,-0.0190407,4.0
ChIJZRN5L10bdkgR5qouN9YbHsk,The York,"82 Islington High St, Greater, London N1 8EQ, United Kingdom",51.5337707,-0.1049694,4.3
ChIJZSfzRMQEdkgRKp5LnanZ2KM,St Stephen's Tavern,"10 Bridge St, London SW1A 2JR, United Kingdom",51.50116260000001,-0.1256042,4.1
ChIJZSkjmWIDdkgR2-X823q3kGQ,The Red Lion,"407 Walworth Rd, London SE17 2AW, United Kingdom",51.48463630000001,-0.0935688,4.2
ChIJZSmXQoMddkgR8-RedYZfGI8,The Coach & Horses,"391 High Rd. Leyton, London E10 5NA, United Kingdom",51.5616332,-0.0103982,4.4
ChIJZThGJy-k2EcRnZuEPZPDPtg,Mccaffertys Bar & Guest House,"699 High Rd, Seven Kings, Ilford IG3 8RH, United Kingdom",51.56496199999999,0.101204,4.4
ChIJZU7_X-IPdkgRbBkeiMJTAZY,The Earl of Lonsdale,"277-281 Westbourne Grove, London W11 2QA, United Kingdom",51.5135,-0.2026667,3.9
ChIJZUY-INAbdkgR5t8i9697Ipo,The Crown,"51 New Oxford St, London WC1A 1BL, United Kingdom",51.51689709999999,-0.1264131,4.2
ChIJZUZgdkcMdkgRtjaIHMwYtYE,"Richmond Vault Gastropub, Craft Beer & Cocktails","5 Hill St, London, Richmond TW9 1SX, United Kingdom",51.4593768,-0.3064689,4.6
ChIJZVc33hoQdkgRs9TqDlUO4jo,Angie's Free House,"33-35 Woodfield Pl, Maida Hill, London W9 2BJ, United Kingdom",51.5230284,-0.2008613,4.6
ChIJZWJtPNUEdkgRT_Om0FEmU0c,O'Neill's Carnaby Street,"37-38 Great Marlborough St, Greater, Carnaby, London W1F 7JF, United Kingdom",51.51402909999999,-0.1392562,4.3
ChIJZWccXDwMdkgRjQJmjx4knX4,The Marlborough,"46 Friars Stile Rd, Richmond TW10 6NQ, United Kingdom",51.4552172,-0.2968007,4.3
ChIJZWd8LTgMdkgRtiD8h40SX88,Tap Tavern,"Princes St, Richmond TW9 1ED, United Kingdom",51.4615131,-0.3024979,4.5
ChIJZX3Wc-8LdkgR07UFZyWcBRk,The Wych Elm,"93 Elm Rd, Kingston upon Thames KT2 6HT, United Kingdom",51.41704670000001,-0.2941887,4.7
ChIJZYJUmGcbdkgR5TDcATFdex8,The Bull,"100 Upper St, London N1 0NP, United Kingdom",51.5374499,-0.103129,4.2
ChIJZYUH53wDdkgRIlElL1PT3_4,The Waterman's Arms,"1 Glenaffric Ave, London E14 3BW, United Kingdom",51.4886177,-0.0058119999999999,4.6
ChIJZYW-NvkbdkgRme-iDnGmlLM,The Westbury,"57 Westbury Ave, London N22 6SA, United Kingdom",51.5934903,-0.0983636,4.5
ChIJZZMiOEAFdkgRshriUZmzIdU,The Whiskey Tumbler,"401 Coldharbour Ln, London SW9 8LQ, United Kingdom",51.4617084,-0.1124304,4.6
ChIJZZmW-sQZdkgRHl17eXS_8sE,The Three Horseshoes,"1168 High Rd, London N20 0RA, United Kingdom",51.6273858,-0.1745774,4.2
ChIJZZw_i5EXdkgR5jd9xA7sPxc,The Green Dragon,"2 St Albans Rd., Barnet EN5 4RE, United Kingdom",51.6748571,-0.2163346,4.3
ChIJZaXU4W8PdkgR4vOIopu84EE,The Cat's Back,"86-88 Point Pleasant, London SW18 1PP, United Kingdom",51.4618732,-0.1994848,4.5
ChIJZbGIR_MNdkgRrRQUedtPhY0,Fuller's,"13 St Mary's Rd, London W5 5RA, United Kingdom",51.5080594,-0.3050249,3.6
ChIJZbUSFScddkgRoHJXpkEvgxo,"Angel & Crown, Bethnal Green","170 Roman Rd, Bethnal Green, London E2 0RY, United Kingdom",51.5293272,-0.0453680999999999,4.4
ChIJZe616TCk2EcRbz7RDGFAHrQ,The Bridge House,"62-64 Goodmayes Rd, Ilford IG3 9UR, United Kingdom",51.5649321,0.1102173,3.9
ChIJZez2piQBdkgR3cLLlzP0yms,Shelverdine Goathouse,"7-8 High St, London SE25 6EP, United Kingdom",51.3985835,-0.0761995999999999,4.2
ChIJZfZ0JVuk2EcR9TcTTDGCPKI,The Eva Hart - JD Wetherspoon,"1128 High Rd, Romford RM6 4AH, United Kingdom",51.5705368,0.1303797,4.2
ChIJZwJaizAGdkgRmqU21XVGNGg,Crown Inn,"407 London Rd, Mitcham CR4 4BG, United Kingdom",51.397989,-0.1723454,4.1
ChIJZyjUd6k_dkgRgGxfyCg0ZLY,The Falcon,"72 Park St, Park Street, St Albans AL2 2PW, United Kingdom",51.7224394,-0.3388909,4.0
ChIJZzN3mLUadkgRTq6FgBWgrKc,Lord Wargrave,"40-42 Brendon St, London W1H 5HE, United Kingdom",51.51812210000001,-0.1657758,4.5
ChIJ_-YEpJ4bdkgRIQ05WxcVyYM,The Bedford Tavern,"160 Seven Sisters Rd, Finsbury Park, London N7 7PT, United Kingdom",51.56145619999999,-0.1122614,4.4
ChIJ_0VcFRELdkgRfF2ykmMM23U,The Prince Of Wales,"23 Bridge Rd, Molesey, East Molesey KT8 9EU, United Kingdom",51.4026341,-0.3445963,4.3
ChIJ_0rnVQmh2EcRqYpu9bFKG6E,The Hub,"3 The Broadway, Debden, Loughton IG10 3SX, United Kingdom",51.6470063,0.0812557,3.5
ChIJ_1QA0-QcdkgRKlfnVd_7-aY,The Cock Tavern,"315 Mare St, London E8 1EJ, United Kingdom",51.5463393,-0.0553403,4.3
ChIJ_2XMglU9dkgRLbqtZKVshBk,The White Hart,"Queensway, Hatfield AL10 0LW, United Kingdom",51.7626102,-0.2251688,3.8
ChIJ_30XFy8TdkgRjE8oDMz7kws,The Horseshoe,"326 Eastcote Ln, Harrow HA2 9AJ, United Kingdom",51.5619969,-0.3727921,4.4
ChIJ_3qKWIQCdkgRDQf1RGTm2Q4,Kings Arms,"16 King William Walk, London SE10 9JH, United Kingdom",51.480867,-0.00795,4.2
ChIJ_4Piq1oxcEERQFQnvytDPM8,Victoria & Albert Bar,"11 Melcombe Pl, London NW1 6JJ, United Kingdom",51.5224459,-0.163541,3.9
ChIJ_4tLgMgLdkgR8TPV6YDRgD4,Waggon & Horses Surbiton,"1 Surbiton Hill Rd, Surbiton KT6 4TW, United Kingdom",51.3990665,-0.302042,4.3
ChIJ_5gA2GYSdkgR3UCFWLr5bg8,"Myllet Arms, Greene King Pub & Carvery","Myllet Arms, Western Ave, Perivale, Greenford UB6 8TE, United Kingdom",51.53302739999999,-0.3230471,4.1
ChIJ_6OXtYkCdkgRLx2hwn7x4uE,The Guildford Arms,"55 Guildford Grove, London SE10 8JY, United Kingdom",51.47434149999999,-0.0148392,4.4
ChIJ_71u4Oqo2EcR3ckUPFNe8Vg,London Woolwich Beefeater,"Beresford St, London SE18 6BF, United Kingdom",51.4928158,0.0674125,3.6
ChIJ_80q8Emn2EcRFiVG1CvelNo,Parlay E18 ( Venue Hire ),"18 High Rd, London E18 2QL, United Kingdom",51.5932325,0.0226137,4.6
ChIJ_8L7O9wEdkgRX--f03fSbRM,Grafton Arms,"2 Strutton Ground, London SW1P 2HP, United Kingdom",51.4974936,-0.1340405,4.2
ChIJ_8xI5ZAEdkgR46n0eW8pQ6w,White Bear,"138 Kennington Park Rd, London SE11 4DJ, United Kingdom",51.48678109999999,-0.107798,4.4
ChIJ_9Blpe4fdkgRRNqpWjOXDxQ,The Bill Nicholson,"102 Northumberland Park, London N17 0TS, United Kingdom",51.6057071,-0.0615524,4.5
ChIJ_9ZAMUwadkgRHdQl3H6_oFk,The Duke's of Highgate,"16 Highgate High St, London N6 5JG, United Kingdom",51.5705537,-0.1460868,4.6
ChIJ_9xxMoUPdkgRtPRWdAp3Uds,Cock Tavern,"360 North End Rd, London SW6 1LY, United Kingdom",51.4813798,-0.1994768,4.4
ChIJ_R_KsfcIdkgR6rZ76FfdDqM,Morden Brook,"Lower Morden Ln, Morden SM4 4SS, United Kingdom",51.3910916,-0.2219813,4.1
ChIJ_SJX9CARdkgRFM5M1biupmM,The Midland Hotel,"29 Station Rd, London NW4 4PN, United Kingdom",51.5803551,-0.2377721,4.1
ChIJ_TUGhB8HdkgRJ-RCKg36CdE,Golden Lion,"144 Stanley Rd, Croydon CR0 3QB, United Kingdom",51.38661,-0.1173149,4.4
ChIJ_TijzFUXdkgRrA4nsahFqps,The Joiners,"51 Ballards Ln, London N3 1XP, United Kingdom",51.60321130000001,-0.1913881,4.0
ChIJ_Tz4dKAFdkgRDyt7tUU7LCM,The Lighthouse Battersea,"441 Battersea Park Rd, London SW11 4LR, United Kingdom",51.4726921,-0.1626232,4.2
ChIJ_U0GmzAbdkgRojK24GSnd3A,The Marquis Cornwallis,"31 Marchmont St, Greater, London WC1N 1AP, United Kingdom",51.5244616,-0.1249846,4.5
ChIJ_VrPOccPdkgRnjCLRREK2lI,"The Queen's Head, Hammersmith","13 Brook Grn, London W6 7BL, United Kingdom",51.4959745,-0.2207105,4.3
ChIJ_WRmNpcTdkgR2Csof1bO6TU,Travellers Rest Beefeater,"Kenton Rd, Harrow HA3 8AT, United Kingdom",51.5825457,-0.3168444,3.7
ChIJ_XVetDsbdkgRervKgLF8GIo,The Skinners Arms,"114 Judd St, London WC1H 9NT, United Kingdom",51.5282327,-0.1251649,4.4
ChIJ_XtctfobdkgRPThVYk_6mck,The Toll Gate,"26-30 Turnpike Ln, London N8 0PS, United Kingdom",51.5899728,-0.1051972,4.0
ChIJ_Yaf0rQPdkgRRaitXvO7pjw,"The Dove, Hammersmith","19 Upper Mall, London W6 9TA, United Kingdom",51.4905047,-0.2348502,4.5
ChIJ_YbdwlYddkgRGIJz0ln9jjo,The Bluecoats Pub,"614 High Rd, London N17 9TA, United Kingdom",51.596937,-0.0680868999999999,4.5
ChIJ_Yumf4mm2EcR30yfOaugpfg,General Havelock,"229 High Rd, Ilford IG1 1NE, United Kingdom",51.5597398,0.0764768,4.1
ChIJ_ZmgQjag2EcRzoHJxE5poVI,Gastro Pub,"High Beech, Waltham Abbey, Loughton IG10 4AE, United Kingdom",51.6642444,0.0398398,4.0
ChIJ__-bfMqu2EcR5x6SM8o_PlE,Silver Fox Micro Pub,"9 Montpelier Ave, Bexley DA5 3AP, United Kingdom",51.4421999,0.1256688,4.9
ChIJ__8PQ4MddkgRc0BPu-25B6s,East 10 Pub Co Limited,"391 High Rd. Leyton, London E10 5NA, United Kingdom",51.5615511,-0.0103941,0.0
ChIJ__9G1xIPdkgR8b0q3CRTk9E,East Putney Tavern,"94-98 Upper Richmond Rd, London SW15 2SP, United Kingdom",51.4596664,-0.2111826,4.4
ChIJ__9oKYEcdkgRq_-nvuzf1jw,BeBopaLula At The Monarch P H,"68-70 Green Lanes, Newington Green, London N16 9EJ, United Kingdom",51.5537835,-0.0882852,4.4
ChIJ_asgeE0EdkgRc_V5s3b-CiA,Be At One - Clapham Common,"4 Clapham Common South Side, London SW4 7AA, United Kingdom",51.46175650000001,-0.1378164,4.6
ChIJ_bvw87ULdkgRW_4L1deUNQQ,The Surbiton Flyer,"84 Victoria Rd, Surbiton KT6 4NS, United Kingdom",51.3927589,-0.3049855,4.3
ChIJ_cPbnPsPdkgRdv3iOTQsVJk,The Little Yellow Door,"6-8 All Saints Rd, London W11 1HH, United Kingdom",51.5176003,-0.2033811,4.2
ChIJ_c_qDvUOdkgR3wyHRGTRAV0,White Hart,"The Terrace, London SW13 0NR, United Kingdom",51.471038,-0.2556664,4.4
ChIJ_d3v0_wadkgRdbQePs6SNfk,The Grafton,"20 Prince of Wales Rd, London NW5 3LG, United Kingdom",51.5467747,-0.1444196,4.3
ChIJ_dVMcz0XdkgRnImvBqZxS6c,The Green Dragon,"The Green Dragon, Leeming Rd, Borehamwood WD6 4EB, United Kingdom",51.6673643,-0.2821931,4.5
ChIJ_dbTJFCn2EcRBWzweQnGsBw,Leytonstone Tavern,"119 Harrow Rd, London E11 3PX, United Kingdom",51.5591363,0.0111112,4.5
ChIJ_f4vC7QcdkgRpMrIuxcCQnU,The Gun,"54 Brushfield St, London E1 6AG, United Kingdom",51.5188553,-0.0761052,4.3
